Sorted genes of all samples
H1 13d gene	H1 13d RPKM
NZ_CP011607|MOB_unknown	3.8078863458639196
CP019559|MOBP	2.764158461907243
H3 23d gene	H3 23d RPKM
CP022165|MOBP	1065746.0603889413
NC_002145|MOBP	972773.9430180431
JN985534|MOB_unknown	900442.3204271945
KU932034|MOB_unknown	141176.9427551594
NC_018997|MOBP	33165.687815281184
CP016748|MOBQ	32773.46123878515
NC_019078|MOBP	22023.423480166635
NC_009791|MOBQ	15703.814437566165
CP018844|MOBP	12566.374501969654
NC_019114|MOBP	8774.555366724991
CP010128|MOB_unknown	4428.307761920594
CP017055|MOBP	3337.5282457644253
CP018359|MOB_unknown	2892.2445895391616
NC_017721|MOBP	2342.263037232358
CP007658|MOBP	2065.8889925279723
KF992024|MOBP	1942.6544381100089
NZ_CP014319|MOB_unknown	1718.7652441448392
CP019195|MOBP	1422.75685197302
NZ_CP011595|MOBP	1060.406792294498
NC_019218|MOBP	672.6345011005407
KX712120|MOBP	593.1354887054146
MF083142|MOBP	371.051570254631
CP018223|MOBP	369.8305076892522
CP017223|MOB_unknown	321.9948044472812
CP010224|MOB_unknown	259.37318566850837
NC_002126|MOBQ	171.44570322033172
CP022087|MOBP	145.65051418450392
NC_010672|MOBQ	133.50310341478004
CP017722|MOB_unknown	118.06373781608988
NC_013327|MOBQ	102.70177390976393
CP002136|MOB_unknown	83.0950716178999
KY014464|MOBP	81.33889101640925
NC_010523|MOBQ	74.93513854688533
NC_008697|MOBP	70.36276225709265
NZ_CP008845|MOB_unknown	66.15302434427515
EU164802|MOBP	46.39826333994411
NZ_CP011138|MOB_unknown	40.985857169316176
CP015086|MOBF	37.794855155238345
NC_011990|MOBP	34.463393758576
NZ_CP009579|MOBV	33.50607726528222
CP020736|MOBP	30.241382557382934
KY421937|MOBP	27.112963672136416
CP003037|MOBF	21.85982696065999
NC_019136|MOBP	21.314709392854233
NC_013503|MOBQ	18.221282467861343
CP010136|MOBP	16.945602295085262
JQ319772|MOBH	16.668852508858997
CP019559|MOBP	15.986032044640673
NC_019102|MOB_unknown	15.486002097399346
NZ_CP014098|MOBP	11.487797919525333
KR905387|MOBP	10.28558650934245
KR905385|MOBP	9.938881346106186
NC_013372|MOBP	9.214171247952612
NC_003079|MOB_unknown	9.175938172234964
NZ_CP012683|MOBP	8.881128913689263
NZ_CP016585|MOBP	8.571322091118708
NZ_CP006661|MOBP	8.376519316320556
NC_019134|MOBP	7.658531946350222
NZ_CP011019|MOBP	7.104903130951411
GQ900404|MOB_unknown	6.701215453056444
NC_017722|MOB_unknown	6.625920897404124
CP018984|MOBP	6.409858259445294
CP018941|MOBP	5.743898959762666
NC_019357|MOBP	5.393661218313723
NZ_CP015833|MOBP	5.328677348213558
NC_019299|MOBP	5.083680688525578
CP018722|MOBP	3.4688644698174538
KM085453|MOBP	3.4285288364474833
NZ_CP016526|MOBP	3.389120459017052
NC_019013|MOBQ	2.527315542295573
NC_008488|MOB_unknown	1.842834249590522
NZ_CP012500|MOBP	1.7762257827378527
KX833212|MOBQ	1.6848770281970489
CP012757|MOBQ	1.656480224351031
NC_017662|MOB_unknown	1.2388801677919477
H3 30d gene	H3 30d RPKM
KY014464|MOBP	141519.56701722194
CP018223|MOBP	44215.587315092496
CP007658|MOBP	1715.6115122766541
CP019195|MOBP	655.1344757928003
NZ_CP011595|MOBP	438.36203894959436
CP018359|MOB_unknown	393.2821305685042
NZ_CP009579|MOBV	321.67715855187265
NC_011990|MOBP	292.8586237663538
MF083142|MOBP	226.41759246004978
NC_018997|MOBP	201.35750800102247
NC_019136|MOBP	196.54034273784012
CP019559|MOBP	156.07615452710832
KU254578|MOBP	153.0193360761506
NC_010485|MOBP	145.55416658146058
NZ_CP012500|MOBP	134.88062736910595
NC_013372|MOBP	87.96143770570983
NZ_CP016572|MOBP	73.13866771539064
NC_010936|MOBP	66.31239206195418
NZ_CP015833|MOBP	63.58658147400709
NZ_CP010316|MOBP	59.021743915086674
CP010136|MOBP	44.118589444870125
CP022165|MOBP	39.982471684413554
NZ_CP006661|MOBP	30.89554630159229
CP017055|MOBP	28.902991579094135
KX712120|MOBP	24.1754479952268
NZ_CP011019|MOBP	21.195527158002363
NC_019114|MOBP	16.37836189482001
KR905387|MOBP	12.0877239976134
NZ_CP012931|MOBP	10.904310459385513
NC_019299|MOBP	8.272235520913148
NC_021845|MOBP	7.353098240811687
NZ_CM001146|MOBP	4.4924125488105116
NC_019292|MOBP	4.1540230321468625
CP005192|MOBP	4.1540230321468625
KY421937|MOBP	3.6765491204058436
NC_003457|MOBP	3.6347701531285046
NC_019078|MOBP	2.8902991579094133
JN985534|MOB_unknown	2.1808620918771027
NC_017536|MOBP	1.950364472410417
NC_005019|MOBP	1.859649845786677
NZ_CP016585|MOBP	1.859649845786677
NZ_CP016526|MOBP	1.8382745602029218
NC_011214|MOBP	1.7969650195242046
NZ_CP012498|MOBP	1.7969650195242046
NC_019986|MOB_unknown	1.599298867376542
NZ_CP007150|MOBP	1.007961471035636
NC_017657|MOBP	0.8984825097621023
KT950740|MOBF	0.5514823680608766
NZ_CP008845|MOB_unknown	0.34173052721720987
NZ_CP014319|MOB_unknown	0.32907384102397985
